rep,gen,indType,indNum,quality,fitness,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
1,0,Sender,0,1,0,-0.0129768,-0.022635,-0.0555452,-0.651018,-0.52571,-0.911219,-0.763194,-0.425821,-0.895263,1.01147,0.576164,0.607612,0.244085,-0.536163,0.666111,0.63908,0.190818,-0.149135,0.909176,-0.306989,-0.27298,-0.537315,0.0905517,-0.0259247,0.212103,0.0633034,-0.0179738,-0.499484,-0.233417,0.875883,-0.904814,-0.156208,0.487988,-0.855782,0.320251,-0.509755,0.29356,-0.719001,0.58432
1,0,Sender,1,1,0,-0.0129768,-0.0326903,-0.0827561,-0.651018,-0.52571,-0.910309,-0.763194,-0.425821,-0.895263,0.988216,0.617007,0.607612,0.244085,-0.525789,0.666111,0.63908,0.184016,-0.149135,0.909176,-0.299583,-0.279579,-0.537315,0.102481,-0.0259247,0.237287,0.0633034,0.112429,-0.499484,-0.257082,0.875883,-0.883824,-0.156208,0.487988,-0.919343,0.320251,-0.486001,0.29356,-0.719001,0.577565
1,0,Sender,2,1,0,0.00729724,-0.022635,-0.0931088,-0.651018,-0.52571,-0.910309,-0.763194,-0.425821,-0.895263,0.988216,0.617007,0.608251,0.244085,-0.536163,0.666111,0.63908,0.184016,-0.149135,0.909176,-0.265584,-0.27298,-0.537315,0.102481,-0.0259247,0.212103,0.0633034,-0.0179738,-0.499484,-0.244898,0.875883,-0.7779,-0.156208,0.487988,-0.914259,0.320251,-0.509755,0.29356,-0.719001,0.58432
1,0,Sender,3,1,0,-0.0129768,-0.022635,-0.0878994,-0.638416,-0.522769,-0.910309,-0.763194,-0.49703,-0.895263,0.988216,0.617007,0.607612,0.239283,-0.536163,0.668828,0.63908,0.184016,-0.149135,0.90726,-0.168114,-0.27298,-0.537315,0.0988681,-0.0169095,0.212103,0.0633034,-0.0179738,-0.499484,-0.244898,0.895372,-0.883824,-0.156208,0.487988,-0.919343,0.320251,-0.478267,0.29356,-0.719001,0.58432
1,0,Sender,4,1,0,-0.0129768,-0.022635,-0.0851234,-0.651018,-0.52571,-0.910309,-0.763194,-0.425821,-0.895263,0.988216,0.617007,0.607612,0.244085,-0.536163,0.666708,0.63908,0.184016,-0.149135,0.909176,-0.306989,-0.27298,-0.537315,0.102481,-0.0388341,0.212103,0.0633034,-0.0179738,-0.499484,-0.244898,0.875883,-0.883824,-0.156208,0.487988,-0.944152,0.273636,-0.514019,0.282563,-0.719001,0.58432
1,0,Sender,5,1,0,-0.0129768,-0.022635,-0.0851234,-0.642017,-0.52571,-0.911338,-0.763194,-0.43812,-0.895263,0.988216,0.805085,0.604811,0.244085,-0.536163,0.666111,0.63908,0.184016,-0.149135,0.897649,-0.279575,-0.27298,-0.537315,0.102481,-0.0259247,0.212103,0.0633034,-0.0179738,-0.499484,-0.244898,0.888196,-0.883824,-0.156208,0.513791,-0.914259,0.320251,-0.509755,0.29356,-0.719001,0.58432
1,0,Sender,6,1,0,-0.0129768,-0.022635,-0.0405912,-0.651018,-0.52571,-0.910309,-0.743308,-0.41629,-0.895263,0.988216,0.617007,0.607612,0.244085,-0.536163,0.691297,0.653879,0.191493,-0.149135,0.919904,-0.306989,-0.266972,-0.537315,0.0970591,-0.0259247,0.212103,0.0633034,-0.0179738,-0.499484,-0.244898,0.875883,-0.883824,-0.156208,0.488399,-0.919343,0.320251,-0.509755,0.29356,-0.719001,0.58256
1,0,Sender,7,1,0,-0.0129768,-0.022635,-0.0851234,-0.591377,-0.52571,-0.910309,-0.763194,-0.425821,-0.895263,0.988216,0.617007,0.607612,0.244085,-0.536163,0.666111,0.63908,0.191493,-0.149135,0.909176,-0.306989,-0.27298,-0.537315,0.102481,-0.044658,0.212103,0.0633034,-0.0210333,-0.499484,-0.244898,0.875883,-0.882697,-0.156208,0.487988,-0.919343,0.320251,-0.509755,0.244327,-0.719001,0.58432
1,0,Sender,8,1,0,-0.0129768,-0.094773,-0.0874365,-0.651018,-0.52571,-0.910309,-0.763194,-0.425821,-0.895263,0.988216,0.617007,0.607612,0.223469,-0.536163,0.666111,0.63908,0.175736,-0.149135,0.909176,-0.265584,-0.27298,-0.537315,0.102481,-0.0252793,0.212103,0.0633034,-0.0179738,-0.499484,-0.264836,0.875883,-0.956041,-0.156208,0.510592,-0.919343,0.320251,-0.509755,0.29356,-0.719001,0.58432
1,0,Sender,9,1,0,-0.0129768,-0.0237727,-0.0873889,-0.652205,-0.52571,-0.910309,-0.763194,-0.425821,-0.895263,0.97644,0.616345,0.607612,0.244085,-0.536163,0.666111,0.697684,0.190818,-0.149135,0.909176,-0.306989,-0.27298,-0.537315,0.0905517,-0.0668645,0.212103,0.0633034,-0.0179738,-0.499484,-0.233417,0.875883,-0.904814,-0.156208,0.487988,-0.919343,0.320251,-0.509755,0.29356,-0.719001,0.58432
