initOption,maxTrainingTime,targetAccuracy,replicates,s_levels,q_levels,r_levels,cMax,cMin,p_q,p_s,p_rS,p_rR,p_m,try_0_first_S,try_0_first_R,m,seed,N,G,mut_rate_ann_S,mut_rate_ann_R,mut_step_ann_S,mut_step_ann_R,interactionPartners,k,init_ann_range,complexInit,Report_annVar,Report_annVar_N,Report_annInit,recordFittestANNs,nullReceivers,nullSenders,tries_max,dataFileName ,dataFileFolder
1,100000,0.000000,1,2,2,2,0.700000,0.100000,1.000000,1.000000,1.000000,1.000000,1.000000,0,0,0.250000,1686591259,1000.000000,100000,0.001000,0.001000,0.005000,0.005000,10,2,1.000000,1,5,1000,1,1,0,0,10,whatIsWrong,C:/Users/owner/eclipse-workspace/SignallingANN/data
