"X0","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38"
-10.4746,-0.0348128,0.547728,0.514201,-31.972,34.1327,-4.08233,-31.5122,-68.2165,-25.8108,36.8678,11.903,-58.9962,-14.2224,12.4988,-5.33512,-7.51246,-98.9638,-5.8012,2.27899,-91.5533,34.7945,73.8052,-26.7892,-95.6982,98.4787,-6.39898,-27.4915,-19.0569,-18.0357,-80.3687,40.3495,-28.5639,81.8312,29.1783,-20.1903,51.847,24.6283,-2.77905
-9.81936,-0.0737873,0.500455,0.529764,-32.541,35.3228,-4.30123,-31.1504,-68.2656,-25.5019,36.6562,12.1118,-58.28,-13.718,12.5345,-6.05114,-7.39251,-98.586,-5.40971,1.70347,-91.3398,35.1295,73.3389,-28.0303,-95.692,100,-6.27702,-29.225,-19.7081,-17.9752,-80.3552,39.5613,-29.0307,83.7631,44.6562,-20.0398,51.4134,24.8087,-2.61821
-9.62853,-0.0634041,0.338032,0.315269,-32.8722,35.3066,-4.30741,-32.8294,-68.352,-25.4347,36.2866,12.157,-58.4087,-13.8322,12.5076,-5.91106,-7.382,-99.1759,-5.41851,1.8019,-91.3544,35.4701,73.1924,-28.1982,-95.8765,99.9534,-6.48141,-28.5672,-19.6997,-17.5113,-80.3759,39.6137,-28.974,83.7696,44.9269,-20.209,51.5954,25.264,-2.65506
-9.76537,-0.0381367,0.423236,0.468697,-32.5515,35.0948,-4.33228,-31.1558,-68.3278,-25.5654,36.6448,12.1302,-58.9499,-13.7116,12.4778,-6.0441,-7.41496,-99.1156,-5.56167,1.83856,-91.3984,35.0893,73.4011,-28.0632,-95.6839,99.8497,-6.29563,-29.2079,-19.8221,-17.829,-80.4965,39.6802,-28.9619,84.0397,44.6572,-20.0634,51.4035,24.7578,-2.73565
-9.70138,-0.0378456,0.413607,0.386043,-32.5641,35.2463,-4.20803,-32.8567,-68.0902,-25.4634,34.9838,12.0899,-56.1185,-13.7781,12.5301,-6.00437,-7.40176,-99.1734,-5.56858,1.65243,-91.3567,34.7976,73.3869,-27.9808,-94.9705,99.8772,-6.2421,-28.8613,-19.7123,-17.6144,-80.3405,39.5515,-28.9676,83.7911,44.6725,-20.1548,51.4449,24.6518,-3.13882
-9.68915,-0.0395607,0.408253,0.39722,-32.5503,35.2321,-4.20885,-32.6689,-68.4303,-25.4593,34.9729,12.1525,-56.1672,-13.7044,12.5262,-5.9253,-7.32493,-99.1896,-5.46018,1.57216,-91.3234,35.2865,73.4422,-27.9895,-94.9199,99.952,-6.24059,-28.867,-19.6704,-17.7205,-80.3292,39.5243,-29.0172,83.7465,44.2556,-20.1473,51.6231,24.7018,-3.13346
-9.67328,-0.0557942,0.383392,0.470816,-32.5742,35.2463,-4.19492,-32.8454,-68.0902,-25.467,34.9838,12.0985,-56.1346,-13.7818,12.5327,-6.01511,-7.40176,-99.1885,-5.4851,1.69573,-91.3613,35.0423,73.411,-28.0464,-94.9254,99.9294,-6.23353,-28.8503,-19.7158,-17.7332,-80.3756,39.5995,-29.1435,83.7777,44.6725,-20.2019,51.3825,24.6597,-3.14441
-9.67505,-0.0557942,0.383392,0.470816,-32.5742,35.2517,-4.19492,-32.8442,-68.0902,-25.467,34.9838,12.0918,-56.1346,-13.7818,12.5354,-5.93495,-7.40176,-99.1885,-5.4851,1.69955,-91.3567,35.0423,73.411,-28.0464,-94.9254,99.9294,-6.23353,-28.8503,-19.7158,-17.7237,-80.3756,39.5995,-29.147,83.7777,44.6725,-20.1776,51.3825,24.6597,-3.14441
-9.67328,-0.0557942,0.383392,0.470816,-32.5742,35.2463,-4.19492,-32.8442,-68.0902,-25.467,34.9838,12.0918,-56.1346,-13.7818,12.5354,-6.01511,-7.40176,-99.1885,-5.4851,1.69955,-91.3567,35.0423,73.411,-28.0464,-94.9254,99.9294,-6.23353,-28.8503,-19.7158,-17.7237,-80.3756,39.5995,-29.147,83.7777,44.6725,-20.1776,51.3825,24.6597,-3.14441
-9.78208,-0.053283,0.527737,0.468697,-32.5499,35.149,-4.35512,-31.1031,-68.3779,-25.5215,36.6448,12.1507,-58.9617,-13.7128,12.4471,-6.0441,-7.43115,-99.1447,-5.40498,1.66371,-91.4369,35.089,73.3322,-28.0697,-95.6865,100,-6.31228,-29.2211,-19.8221,-17.8392,-80.3631,39.6893,-29.0639,84.0397,44.6572,-20.0502,51.3079,24.7317,-2.728
-9.81936,-0.0737873,0.5162,0.529764,-32.541,35.3228,-4.33003,-31.136,-68.2775,-25.5019,36.6824,12.1118,-58.28,-13.718,12.5332,-6.04,-7.35762,-98.5859,-5.40971,1.72119,-91.3264,35.0289,73.3466,-28.0303,-95.692,100,-6.27702,-29.225,-19.7081,-17.9752,-80.3552,39.5613,-29.0565,83.7631,44.6562,-20.0548,51.4393,24.8087,-2.60539
-10.4746,-0.0404543,0.547728,0.511329,-31.9595,34.1327,-4.08233,-31.5122,-68.1994,-25.8108,36.8678,11.9049,-58.9866,-14.2224,12.4988,-6.06475,-7.41589,-98.9326,-5.8012,2.27899,-91.5533,34.7945,73.75,-26.7892,-95.6982,98.4787,-6.39898,-27.4915,-19.0569,-18.0426,-80.3687,40.3495,-28.5271,81.8394,29.1731,-20.1903,51.847,24.6283,-2.78964
-9.68025,-0.0378785,0.434351,0.383134,-32.5641,35.2577,-4.20949,-32.7366,-68.0454,-25.3231,34.9913,12.0912,-56.1574,-13.7191,12.5526,-5.9743,-7.41212,-99.1893,-5.481,1.67624,-91.3874,34.8484,73.3869,-27.9808,-94.9613,99.8726,-6.23717,-28.7577,-19.7123,-17.6144,-80.4323,39.5515,-28.9547,83.7777,44.6829,-20.1638,51.4613,24.6597,-3.15836
-9.68915,-0.0409995,0.408253,0.39722,-32.5503,35.2321,-4.25994,-32.6689,-68.4234,-25.4593,34.9729,12.1525,-56.1672,-13.6983,12.5262,-5.9253,-7.32493,-99.1896,-5.46018,1.57006,-91.3234,35.2865,73.4422,-27.9895,-94.9199,99.952,-6.24059,-28.867,-19.7216,-17.7205,-80.3292,39.6256,-29.0188,83.7182,44.2556,-20.1473,51.6231,24.7004,-3.13346
-9.67328,-0.0437503,0.446014,0.383134,-32.5742,35.2463,-4.1941,-32.8342,-68.1048,-25.467,34.9651,12.0918,-56.1319,-13.7818,12.5354,-6.02012,-7.41465,-99.1889,-5.48935,1.67624,-91.3567,35.0484,73.4302,-28.0464,-94.9254,99.9127,-6.23353,-28.8418,-19.7006,-17.7595,-80.3797,39.6323,-28.9718,83.7768,44.6725,-20.1534,51.4218,24.7063,-3.24484
-9.68025,-0.0378456,0.413607,0.386043,-32.5641,35.2463,-4.22546,-32.8567,-68.094,-25.4634,34.9838,12.0899,-56.1185,-13.7781,12.5301,-6.00437,-7.40176,-99.1734,-5.56858,1.65243,-91.362,34.7976,73.3869,-27.9808,-94.9705,99.8772,-6.2421,-28.8613,-19.7123,-17.6152,-80.3405,39.5515,-28.9676,83.7911,44.6725,-20.1548,51.4449,24.6518,-3.13882
-9.63007,-0.0678992,0.321578,0.312111,-32.8895,35.6596,-4.31531,-32.8389,-68.352,-25.3487,35.985,12.1501,-58.4058,-13.8384,12.5093,-5.94478,-7.38386,-99.2028,-5.42289,1.79504,-91.3538,35.4535,73.2081,-28.2618,-95.7591,99.9197,-6.53074,-28.5672,-19.6957,-17.5157,-80.3724,39.6137,-28.974,83.7654,44.9351,-20.1962,51.5291,25.2909,-2.66118
-10.4746,-0.0404543,0.547728,0.516316,-31.9595,34.1327,-4.08233,-31.5122,-68.1994,-25.8108,36.9058,11.9049,-58.9866,-14.2224,12.4988,-6.06475,-7.51246,-98.9326,-5.8012,2.27899,-91.5533,34.7945,73.7495,-26.7892,-95.6982,98.4787,-6.39898,-27.4915,-19.0569,-18.0426,-80.3687,40.3495,-28.5271,81.8394,29.1731,-20.1903,51.847,24.6283,-2.78964
-9.67328,-0.0365216,0.446014,0.383134,-32.5803,35.3075,-4.16691,-32.8409,-68.0989,-25.4727,34.9914,12.0918,-56.1346,-13.7818,12.5354,-5.99538,-7.38768,-99.1557,-5.47935,1.72988,-91.3567,35.0416,73.413,-28.0453,-94.9347,99.9206,-6.24016,-28.8503,-19.722,-17.7332,-80.3965,39.5999,-28.9051,84.0612,45.3774,-20.1776,51.4218,24.6683,-3.14903
-9.70138,-0.0378456,0.413607,0.386043,-32.5641,35.3798,-4.20803,-32.8567,-68.0999,-25.4634,34.9838,12.0899,-56.1185,-13.7781,12.5092,-6.00437,-7.38303,-99.1734,-5.56858,1.65243,-91.3567,34.7976,73.3869,-27.9808,-94.9705,99.8772,-6.2421,-28.8811,-19.7123,-17.6144,-80.3405,39.5515,-28.9676,83.7911,44.6725,-20.1548,51.4549,24.6518,-3.13882
-9.71418,-0.0328614,0.424739,0.383366,-31.9651,33.601,-4.30831,-31.5018,-68.7405,-25.7054,44.7228,11.8316,-59.3871,-14.0668,12.2428,-6.13025,-7.55639,-99.0641,-5.61763,5.95299,-91.2355,34.9036,73.4221,-26.7701,-95.8058,99.7745,-7.2589,-27.549,-19.5957,-18.0185,-80.2083,39.498,-28.5648,85.8161,29.055,-20.267,51.7159,24.5628,-2.89679
-9.76823,-0.0487785,0.536333,0.46744,-32.5515,35.1096,-4.33228,-31.1582,-68.2921,-25.515,36.4611,12.1302,-58.9499,-13.7242,12.4791,-6.02589,-7.4237,-99.1432,-5.34949,1.63603,-91.3751,35.1307,73.1627,-27.9934,-95.6874,100,-6.34932,-29.2949,-19.8221,-17.8092,-80.509,39.6667,-28.9619,84.0294,44.6488,-20.0624,51.3885,24.7578,-2.72927
-9.62989,-0.0408529,0.457376,0.28959,-32.5387,35.2531,-4.27508,-32.8844,-68.4234,-25.4179,34.9536,12.069,-56.1668,-13.7412,12.4887,-5.95783,-7.35207,-99.194,-5.48996,1.58691,-91.3234,35.2506,73.4037,-28.0765,-94.8977,99.9112,-6.25095,-28.8786,-19.7323,-17.7388,-80.3394,39.5489,-29.039,83.7693,44.7371,-20.1777,51.4468,24.7008,-3.16983
-9.67751,-0.0387472,0.446623,0.279967,-32.5416,35.2531,-4.27508,-32.8707,-68.3977,-25.4179,34.9802,12.0621,-56.1672,-13.7412,12.5089,-5.93554,-7.32837,-99.2142,-5.47474,1.60516,-91.3234,35.2493,73.442,-28.0765,-95.1634,99.9112,-6.24484,-28.8786,-19.7284,-17.7388,-80.3394,39.6439,-28.988,83.7565,44.7371,-20.1777,51.4468,24.7008,-3.18859
-10.4254,-0.0509683,0.436818,0.554485,-31.9595,34.1865,-4.26145,-31.0087,-68.2352,-25.7681,36.8778,11.4838,-58.9467,-14.2243,12.4876,-5.97792,-7.51102,-98.9909,-5.92645,5.45275,-91.5902,34.7993,73.7145,-26.7892,-95.7363,98.4787,-6.25436,-27.54,-19.2495,-17.9887,-80.2736,40.2363,-28.5479,81.8312,29.1787,-20.2016,51.847,24.6283,-2.79954
-9.67328,-0.0557942,0.383392,0.470816,-32.5742,35.2463,-4.19492,-32.8442,-68.0902,-25.4656,34.9838,12.0918,-56.1346,-13.7818,12.5354,-6.01511,-7.40176,-99.1885,-5.4851,1.69955,-91.3567,35.0423,73.3809,-28.0464,-94.9254,99.9294,-6.23353,-28.8503,-19.7158,-17.7237,-80.3756,39.5995,-29.147,83.7777,44.6722,-20.1776,51.3825,24.6597,-3.14441
-9.78263,-0.053283,0.536333,0.468697,-32.5793,35.1593,-4.33228,-31.1451,-68.3679,-25.5215,36.6448,12.1919,-58.9503,-13.7128,12.4413,-6.04175,-7.43115,-99.1466,-5.51649,1.70444,-91.3782,35.1167,73.3322,-28.0697,-95.6865,100,-6.32427,-29.2144,-19.8365,-17.8578,-80.3631,39.6802,-29.0639,84.0397,44.6572,-20.0624,51.3366,24.7684,-3.05919
-9.82547,-0.0737873,0.5162,0.529764,-32.541,35.3228,-4.33003,-31.136,-68.2775,-25.5019,36.6824,12.1118,-58.28,-13.718,12.5332,-6.04,-7.35762,-98.5859,-5.40971,1.72119,-91.3264,35.0289,73.3466,-28.0303,-95.692,100,-6.27702,-29.225,-19.7239,-17.9752,-80.3552,39.5613,-29.0565,83.7631,44.6562,-20.0548,51.4445,24.8087,-2.60539
-9.68915,-0.0395607,0.408253,0.39722,-32.5503,35.2321,-4.25994,-32.6689,-68.4326,-25.4593,34.972,12.1525,-56.1672,-13.6983,12.5262,-5.9253,-7.32493,-99.1896,-5.46018,1.57006,-91.3234,35.2865,73.4422,-27.9895,-94.9199,99.952,-6.24059,-28.867,-19.6704,-17.7205,-80.3292,39.5243,-29.0172,83.7465,44.2556,-20.1452,51.6231,24.7018,-3.13346
-9.68025,-0.0284495,0.502919,0.383134,-32.5641,35.2471,-4.20803,-33.5337,-68.1141,-25.4579,34.9624,12.1047,-56.1336,-13.7785,12.5301,-6.00769,-7.40176,-99.1734,-5.56858,1.67624,-91.3567,34.7976,73.3869,-27.9808,-94.9613,99.8918,-6.2421,-28.8613,-19.7122,-17.6087,-80.3405,39.5515,-29.1451,83.7129,44.6725,-20.1727,51.442,24.6112,-3.15836
-9.67328,-0.0437503,0.446014,0.383134,-32.5742,35.2463,-4.1941,-32.8232,-68.1048,-25.467,34.9693,12.0918,-56.1319,-13.7818,12.5354,-6.02012,-7.41465,-99.1889,-5.48935,1.67624,-91.3567,35.0484,73.4587,-28.0464,-94.9254,99.9127,-6.23353,-28.8503,-19.6976,-17.7595,-80.4585,39.6084,-28.9718,83.7768,44.6725,-20.1534,51.4581,24.703,-3.25496
-9.68025,-0.0378456,0.413607,0.386043,-32.5641,35.2454,-4.20803,-32.8567,-68.0902,-25.469,34.9838,12.0899,-56.1185,-13.7781,12.5301,-6.00437,-7.40176,-99.1734,-5.56858,1.65243,-91.3567,34.7976,73.3869,-27.9808,-94.9705,99.8772,-6.2421,-28.8613,-19.62,-17.6144,-80.3405,39.5515,-28.9676,83.7911,44.6725,-20.1548,51.528,24.6518,-3.13882
-9.65326,-0.0390525,0.463004,0.383134,-32.5742,35.2463,-4.19604,-32.8431,-68.0852,-25.4669,34.9693,12.0901,-56.1346,-13.7818,12.5354,-6.02734,-7.40413,-99.1889,-5.47935,1.69201,-91.3567,35.0484,73.413,-28.0493,-94.9254,99.9173,-6.06539,-28.8503,-19.6976,-17.7595,-82.1936,39.591,-28.9718,83.7768,44.6725,-20.1434,51.4218,24.703,-3.24027
-10.4264,-0.056601,0.489518,0.554485,-31.9595,34.1865,-4.24723,-31.1232,-68.3023,-25.7681,36.8778,11.4838,-58.9467,-14.2156,12.4988,-5.96842,-7.51102,-98.9909,-5.93305,2.27115,-91.5783,34.7945,73.7142,-26.7892,-95.7379,98.4787,-6.25436,-27.5122,-19.3124,-17.9752,-80.2607,40.2363,-28.5542,81.8312,29.1965,-20.2066,51.847,24.6283,-2.79954
-9.67328,-0.0437503,0.446014,0.383134,-32.5742,35.2463,-4.1941,-32.7754,-68.1048,-25.467,34.9693,12.0918,-56.1319,-13.7818,12.5354,-6.02012,-7.41465,-99.1889,-5.48935,1.67624,-91.3567,35.0484,73.4302,-28.0464,-94.9254,99.9127,-6.23353,-28.8503,-19.6976,-17.7595,-80.3916,39.6084,-28.9707,83.7768,44.6725,-20.1534,51.4218,24.703,-3.25496
-10.4264,-0.0381949,0.482792,0.554485,-31.9462,34.191,-4.26145,-31.0087,-68.2838,-25.7681,36.8778,11.4838,-58.9467,-14.2156,12.4966,-5.96842,-7.51703,-98.9936,-5.92645,2.26922,-91.5783,34.7945,73.7216,-26.8074,-95.7379,98.4787,-7.41904,-27.5122,-19.3124,-17.9752,-80.2652,40.2293,-28.5759,81.8312,29.1965,-20.2016,51.8664,24.6283,-2.79954
-9.67328,-0.0557942,0.397918,0.470816,-32.5742,35.2463,-4.19492,-32.8442,-68.0902,-25.467,34.9838,12.0918,-56.1384,-13.7818,12.5354,-6.01511,-7.40176,-99.1885,-5.4851,1.69955,-91.3567,35.0423,73.411,-28.0467,-94.9254,99.9294,-6.23353,-28.8503,-19.7158,-17.7237,-80.3756,39.5995,-29.1435,83.7627,44.6725,-20.1776,51.3825,24.6597,-3.14441
-9.65747,-0.0408529,0.456767,0.292949,-32.5413,35.2531,-4.27598,-32.8707,-68.5872,-25.4106,34.9802,12.0106,-56.1929,-13.7412,12.5089,-5.94128,-7.39514,-99.194,-5.47474,1.58952,-91.297,35.2503,73.4452,-28.0765,-94.8977,99.9276,-6.24621,-28.8786,-19.7323,-17.7513,-80.3655,39.5489,-28.988,83.7565,44.7464,-20.1777,51.4576,24.6905,-3.16983
-10.4254,-0.0509683,0.425431,0.554485,-31.9595,34.1865,-4.26145,-31.0087,-68.2352,-25.7681,36.8778,11.5813,-58.9467,-14.2243,12.4876,-5.96842,-7.51102,-98.9909,-5.92645,2.29087,-91.5902,34.7993,73.7145,-26.7892,-95.7363,98.4787,-6.25436,-27.54,-19.2495,-17.9887,-80.2736,40.2363,-28.5479,81.8312,29.1787,-20.2016,51.847,24.6283,-2.79954
-10.4746,-0.0348128,0.547728,0.514201,-31.972,34.1327,-4.08233,-31.5094,-68.2165,-25.8108,36.8678,11.9049,-59.088,-14.2224,12.4988,-5.33512,-7.51246,-98.9638,-5.77441,2.27899,-91.5015,34.7945,73.75,-26.7892,-95.6982,98.4787,-6.39898,-27.4915,-19.0569,-18.0357,-80.3687,40.3495,-28.5271,81.8312,29.1783,-20.1903,51.847,24.6283,-2.78964
-9.67328,-0.0437503,0.479339,0.397679,-32.5742,35.2463,-4.20894,-32.8454,-68.1048,-25.467,34.9693,12.0918,-56.1346,-13.7818,12.5354,-6.01807,-7.41465,-99.1889,-5.47935,1.67624,-91.3567,35.0458,73.4302,-28.0388,-94.9254,99.9127,-6.22762,-28.8503,-19.6976,-17.7596,-80.3797,39.6084,-28.9718,83.7756,44.5984,-20.1434,51.419,24.703,-3.25196
-9.63007,-0.0541221,0.321578,0.312111,-32.8771,35.6596,-4.31531,-32.8389,-68.352,-25.3487,35.985,12.1501,-58.4058,-13.8449,12.5093,-5.94478,-7.38386,-99.1932,-5.42289,1.79504,-91.3538,35.4535,73.2081,-28.2618,-95.7591,99.9112,-6.53074,-28.5672,-19.6957,-17.5113,-80.3724,39.6137,-28.974,83.7654,44.9269,-20.1924,51.5291,25.2949,-2.66118
-9.55899,-0.0284495,0.502919,0.383134,-32.5641,35.2471,-4.20803,-32.877,-68.1141,-25.4579,34.9624,12.1047,-56.1336,-13.7785,12.5301,-6.00769,-7.40176,-99.1798,-5.56858,1.67624,-91.3567,34.7976,73.3869,-27.9808,-94.9613,99.8918,-6.2421,-28.8613,-19.7123,-17.6087,-80.3405,39.5515,-29.1451,83.7129,44.6725,-20.1618,51.442,24.6112,-3.15836
-9.68915,-0.0395607,0.391934,0.395419,-32.5503,35.2003,-4.25994,-32.6405,-68.4234,-25.4593,34.9729,12.1525,-56.1806,-13.6983,12.5262,-5.82717,-7.3948,-99.1907,-5.47474,1.57874,-91.3245,35.2555,73.4382,-27.9895,-94.9278,99.9572,-6.24059,-28.867,-19.6704,-17.7205,-80.3292,39.5243,-29.012,83.7835,44.2556,-20.1927,51.5764,24.6867,-3.13346
-9.67328,-0.0365216,0.446014,0.383134,-32.5759,35.4874,-4.19604,-32.8454,-68.1048,-25.4686,34.9693,12.0657,-56.1128,-13.7818,12.5316,-6.02012,-7.40413,-99.182,-5.47935,1.67359,-91.3494,35.0484,73.413,-28.0464,-94.9809,99.8947,-6.23353,-28.8503,-19.6976,-17.7332,-80.395,39.6084,-28.9718,83.7768,44.6678,-20.1666,51.4218,24.703,-3.25196
-9.67328,-0.0437503,0.446014,0.371663,-32.5742,35.2463,-4.1941,-32.8232,-68.1048,-25.467,34.9693,12.1084,-56.1319,-13.7818,12.5354,-6.02012,-7.41465,-99.1889,-5.48935,1.67624,-91.3567,35.0484,73.4329,-28.0464,-94.9254,99.9127,-6.23353,-28.8503,-19.6976,-17.7595,-80.4008,39.6084,-28.9362,83.7768,44.6725,-20.1477,51.4218,24.8355,-3.25496
-9.78208,-0.053283,0.527737,0.468697,-32.5515,35.149,-4.33228,-31.1451,-68.3779,-25.5282,36.6448,12.1507,-58.9617,-13.7128,12.4483,-6.0441,-7.4337,-99.1447,-5.40498,1.69815,-91.3473,35.0672,73.3342,-28.0697,-95.6865,100,-6.31228,-29.1946,-19.8126,-17.8392,-80.3307,39.6893,-29.0639,84.0397,44.6294,-20.0624,51.3451,24.7304,-2.72927
-10.3775,-0.0408529,0.447411,0.290234,-32.5387,35.2772,-4.28949,-32.8707,-68.7195,-25.4179,34.9802,12.0621,-56.1612,-13.7412,12.5089,-5.94084,-7.36545,-99.194,-5.47474,1.58952,-91.3234,35.2509,73.4452,-28.0833,-94.9053,99.9048,-6.24292,-28.8554,-19.7171,-17.7388,-80.3413,39.5489,-28.988,83.7565,44.7371,-20.1699,51.4468,24.6905,-3.16983
-9.67328,-0.0557942,0.383392,0.470816,-32.5742,35.2463,-4.19492,-32.8454,-68.0902,-25.467,34.9838,12.0918,-56.1346,-13.7818,12.5327,-6.01511,-7.40176,-99.1885,-5.4851,1.69573,-91.3567,35.0423,73.411,-28.0333,-94.9254,99.9294,-6.23353,-28.8503,-19.7158,-17.7332,-80.3756,39.5995,-29.1435,83.7777,44.6725,-20.2019,51.3825,24.6597,-3.14441
-9.65747,-0.0408529,0.447411,0.29007,-32.5413,35.2531,-4.27508,-32.8532,-68.7431,-25.4106,34.9926,12.0622,-56.1672,-13.7412,12.517,-5.94128,-7.35992,-99.2006,-5.47474,1.63194,-91.3234,35.2503,73.4452,-28.0765,-94.8977,99.899,-6.24621,-28.8786,-19.7389,-17.7745,-80.3655,39.5489,-28.988,83.7312,44.7371,-20.1777,51.4453,24.6905,-3.16896
-9.76537,-0.0381367,0.503549,0.468697,-32.5515,35.0948,-4.33228,-31.1892,-68.3278,-25.5789,36.6448,12.1388,-58.9499,-13.7101,12.4778,-6.0441,-7.41503,-99.1543,-5.56167,1.57348,-91.397,35.5164,73.4086,-28.0307,-95.6909,99.8556,-6.35275,-29.2538,-19.8221,-17.829,-80.5151,39.6821,-28.9619,84.0397,44.6572,-20.0622,51.4001,24.7566,-2.72271
-9.65747,-0.0408529,0.447411,0.292949,-32.5387,35.2531,-4.28949,-32.8707,-68.7431,-25.4179,34.9802,12.0621,-56.1672,-13.8044,12.5092,-5.94128,-7.36642,-99.167,-5.47474,1.58952,-91.3234,35.2503,73.4452,-28.0728,-94.8977,99.9048,-6.24621,-28.8554,-19.7154,-17.7388,-80.3413,39.5489,-28.988,83.7565,44.7371,-20.1777,51.4468,24.6905,-3.16736
-9.82547,-0.0737873,0.5162,0.529764,-32.541,35.3228,-4.33003,-31.136,-68.2775,-25.5019,36.6824,12.1118,-58.28,-13.718,12.5332,-6.04,-7.35762,-98.5859,-5.40971,1.72119,-91.3264,35.0289,73.3466,-28.0303,-95.692,100,-6.27702,-29.225,-19.7081,-17.9752,-80.3552,39.5613,-29.0565,83.7631,44.6562,-20.0548,51.4393,24.8087,-2.60539
-10.4264,-0.0381949,0.592784,0.554485,-31.9595,34.1865,-4.26145,-31.0087,-68.3023,-25.7681,36.8778,11.4838,-58.9467,-14.2109,12.4988,-5.96842,-7.50127,-98.9909,-5.92645,2.26922,-91.5783,34.7945,73.7211,-26.7892,-95.7379,98.4787,-6.25436,-27.5122,-19.3124,-17.9752,-80.2935,40.2363,-27.5943,81.8312,29.212,-20.1995,51.847,24.6324,-2.79954
-9.65747,-0.0408529,0.447411,0.292949,-32.5413,35.2531,-4.27508,-32.8532,-68.7431,-25.4106,34.9926,12.0622,-56.1666,-13.7412,12.517,-5.94128,-7.35207,-99.2006,-5.47474,1.63194,-91.3234,35.2503,73.4452,-28.0765,-94.8977,99.8898,-6.22373,-28.8786,-19.7389,-17.7513,-80.3655,39.5489,-28.988,83.7565,44.7371,-20.1777,51.4453,24.6905,-3.16896
-9.62853,-0.0634041,0.321578,0.312111,-32.8722,35.2624,-4.31531,-32.8389,-68.352,-25.3487,35.985,12.1501,-58.4058,-13.8384,12.5111,-5.94478,-7.37611,-99.1778,-5.41886,1.79165,-91.3538,35.4431,73.2081,-28.177,-95.7591,99.9246,-6.5155,-28.5672,-19.6757,-17.5113,-80.3763,39.5601,-28.8604,83.7734,44.9269,-20.1962,51.5291,25.3009,-2.66118
-9.67328,-0.0437503,0.446014,0.383134,-32.5742,35.2463,-4.18298,-32.8342,-68.1048,-25.467,34.9693,12.0918,-56.1421,-13.7818,12.5354,-6.02012,-7.41465,-99.1889,-5.48935,1.67624,-91.3567,35.0484,73.4302,-28.0464,-94.9254,99.9127,-6.23353,-28.8503,-19.6976,-17.7595,-80.3797,39.6084,-28.9718,83.7768,44.6725,-20.1534,51.4218,24.703,-3.25496
-9.78208,-0.053283,0.527737,0.468697,-32.5499,35.149,-4.33228,-31.1031,-68.3779,-25.5215,36.6448,12.1507,-58.9617,-13.7128,12.4471,-6.0441,-7.43115,-99.1447,-5.40498,1.66371,-91.4391,35.089,73.3322,-28.0697,-95.6865,100,-6.31228,-29.2211,-19.8117,-17.8392,-80.3631,39.6893,-29.0815,84.0397,44.6572,-20.0502,51.3102,24.7317,-2.728
-10.4254,-0.0509683,0.425431,0.554485,-31.9595,34.1865,-4.26145,-31.0087,-68.2352,-25.7681,36.8778,11.4838,-58.9467,-14.2243,12.4876,-5.96842,-7.51102,-98.9909,-5.92645,2.29087,-91.5902,34.7993,73.7145,-26.7892,-95.7363,98.4787,-6.25436,-27.54,-19.2495,-17.9887,-80.2736,40.2363,-28.5479,81.8312,29.1787,-20.2016,51.847,24.6283,-2.79954
-9.70138,-0.0378456,0.413607,0.386043,-32.5641,35.2463,-4.20803,-32.8567,-68.0902,-25.4634,34.9838,12.0899,-56.1185,-13.7711,12.5301,-6.00437,-7.40176,-99.1734,-5.56858,1.65243,-91.3567,34.7976,73.3808,-27.9808,-94.9705,99.8772,-6.2421,-28.8613,-19.7123,-17.6144,-80.3405,39.5515,-28.9676,83.7911,44.6725,-20.1548,51.4449,24.6518,-3.13882
-9.70138,-0.0378456,0.413607,0.386043,-32.5641,35.2463,-4.20803,-32.8567,-68.0902,-25.4634,34.9838,12.0899,-56.1185,-13.7781,12.5301,-6.00437,-7.40176,-99.1734,-5.56858,1.65243,-91.3567,34.7976,73.3808,-27.9808,-94.9705,99.8772,-6.2421,-28.8613,-19.7123,-17.6144,-80.3405,39.5515,-28.9676,83.7911,44.6725,-20.1548,51.4449,24.6518,-3.13882
-9.68025,-0.0378456,0.413607,0.386043,-32.5641,35.2499,-4.20803,-32.8567,-68.0902,-25.469,34.9838,12.0899,-56.1185,-13.7781,12.5301,-6.00437,-7.40176,-99.1734,-5.56858,1.65243,-91.3567,34.7976,73.3869,-27.9808,-94.9705,99.8772,-6.2372,-28.8613,-19.62,-17.6144,-80.3405,39.5515,-28.9676,83.7911,44.6863,-20.1548,51.528,24.6518,-3.13882
-9.79264,-0.0562443,1.30298,0.468697,-32.5331,35.0931,-4.33228,-31.1398,-72.4327,-25.5165,36.6478,12.1302,-58.9499,-13.7644,12.4814,-6.0441,-7.42443,-99.1366,-5.3598,1.57348,-91.3999,35.0767,73.3322,-28.0632,-95.6729,99.9913,-6.3597,-29.2194,-19.8221,-17.8274,-80.5035,39.6797,-29.0344,84.0397,44.6236,-20.0624,51.344,24.7068,-2.72916
